Α/Α,Γεωγρα-φικό επίπεδο,NUTS1,NUTS2,Γεωγραφικός κωδικός,Περιγραφή,Μόνιμος πληθυσμός
422,7,1,11,02040102,Δημοτική Κοινότητα Θολού,119
423,8,1,11,0204010201,"Θόλος,ο",0
424,8,1,11,0204010202,"Κάτω Θόλος,ο",101
425,8,1,11,0204010203,"Κρήνη,η",3
426,8,1,11,0204010204,"Στέρνα,η",15
427,7,1,11,02040103,Δημοτική Κοινότητα Σίλης,51
428,8,1,11,0204010301,"Πρασινάδα,η",45
429,8,1,11,0204010302,"Διπόταμα,τα",6
430,8,1,11,0204010303,"Σίλλη,η",0
431,6,1,11,020402,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΝΙΚΗΦΟΡΟΥ,1849
432,7,1,11,02040201,Δημοτική Κοινότητα Νικηφόρου,240
433,8,1,11,0204020101,"Νικηφόρος,ο",220
434,8,1,11,0204020102,"Μαρμαριά,η",14
435,8,1,11,0204020103,"Μικρολιβάδιον,το",6
436,7,1,11,02040202,Δημοτική Κοινότητα Αδριανής,853
437,8,1,11,0204020201,"Αδριανή,η",853
438,7,1,11,02040203,Δημοτική Κοινότητα Άνω Πυξαρίου,71
439,8,1,11,0204020301,"Άνω Πυξάριον,το",18
440,8,1,11,0204020302,"Γύρος,ο",10
441,8,1,11,0204020303,"Τείχος,το",27
442,8,1,11,0204020304,"Υψηλόκαστρον,το",16
443,7,1,11,02040204,Δημοτική Κοινότητα Πλατανιάς,293
444,8,1,11,0204020401,"Πλατανιά,η",216
445,8,1,11,0204020402,"Θαμνωτόν,το",12
446,8,1,11,0204020403,"Μαυροκορδάτος,ο",30
447,8,1,11,0204020404,"Πελεκητή,η",3
448,8,1,11,0204020405,"Πρινόλοφος,ο",32
449,7,1,11,02040205,Δημοτική Κοινότητα Πλατανόβρυσης,148
450,8,1,11,0204020501,"Παλιάμπελα,τα",19
451,8,1,11,0204020502,"Δρυμότοπος,ο",5
452,8,1,11,0204020503,"Πλατανόβρυση,η",42
453,8,1,11,0204020504,"Τερψιθέα,η",17
454,8,1,11,0204020505,"Χαμοκέρασα,τα",65
455,7,1,11,02040206,Δημοτική Κοινότητα Πτελέας Πλατανιάς,121
456,8,1,11,0204020601,"Πτελέα,η",121
457,7,1,11,02040207,Δημοτική Κοινότητα Υψηλής Ράχης,123
458,8,1,11,0204020701,"Υψηλή Ράχη,η",123
459,5,1,11,0205,ΔΗΜΟΣ ΠΡΟΣΟΤΣΑΝΗΣ,10739
460,6,1,11,020501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΠΡΟΣΟΤΣΑΝΗΣ,7499
461,7,1,11,02050101,Δημοτική Κοινότητα Προσοτσάνης,3169
462,8,1,11,0205010101,"Προσοτσάνη,η",3169
463,7,1,11,02050102,Δημοτική Κοινότητα Ανθοχωρίου,93
464,8,1,11,0205010201,"Ανθοχώριον,το",93
465,7,1,11,02050103,Δημοτική Κοινότητα Γραμμένης,186
466,8,1,11,0205010301,"Γραμμένη,η",186
467,7,1,11,02050104,Δημοτική Κοινότητα Καλής Βρύσης,555
468,8,1,11,0205010401,"Καλή Βρύση,η",555
469,7,1,11,02050105,Δημοτική Κοινότητα Καλλιθέας,279
470,8,1,11,0205010501,"Καλλιθέα,η",279
471,7,1,11,02050106,Δημοτική Κοινότητα Κοκκινογείων,523
472,8,1,11,0205010601,"Κοκκινόγεια,τα",435
473,8,1,11,0205010602,"Αγγίτης,ο",52
474,8,1,11,0205010603,"Πηγαί,αι",36
475,7,1,11,02050107,Δημοτική Κοινότητα Μικροπόλεως,618
476,8,1,11,0205010701,"Μικρόπολις,η",618
477,7,1,11,02050108,Δημοτική Κοινότητα Πανοράματος,20
478,8,1,11,0205010801,"Πανόραμα,το",20
479,7,1,11,02050109,Δημοτική Κοινότητα Πετρούσσης,1659
480,8,1,11,0205010901,"Πετρούσσα,η",1523
481,8,1,11,0205010902,"Σταυρός,ο",136
482,7,1,11,02050110,Δημοτική Κοινότητα Πύργων,151
483,8,1,11,0205011001,"Πύργοι,οι",151
484,7,1,11,02050111,Δημοτική Κοινότητα Χαριτωμένης,246
485,8,1,11,0205011101,"Χαριτωμένη,η",246
486,6,1,11,020502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΙΤΑΓΡΩΝ,3240
487,7,1,11,02050201,Δημοτική Κοινότητα Φωτολίβους,1260
488,8,1,11,0205020101,"Φωτολίβος,το",1260
489,7,1,11,02050202,Δημοτική Κοινότητα Αργυρούπολις,551
490,8,1,11,0205020201,"Αργυρούπολις,η",551
491,7,1,11,02050203,Δημοτική Κοινότητα Μαυρολεύκης,355
492,8,1,11,0205020301,"Μαυρολεύκη,η",355
493,7,1,11,02050204,Δημοτική Κοινότητα Μεγαλοκάμπου,228
494,8,1,11,0205020401,"Μεγαλόκαμπος,ο",228
495,7,1,11,02050205,Δημοτική Κοινότητα Μικροκάμπου,176
496,8,1,11,0205020501,"Μικρόκαμπος,ο",176
497,7,1,11,02050206,Δημοτική Κοινότητα Περιχώρας,135
498,8,1,11,0205020601,"Περιχώρα,η",132
499,8,1,11,0205020602,"Άγιος Μηνάς,ο",3
500,7,1,11,02050207,Δημοτική Κοινότητα Σιταγρών,535
501,8,1,11,0205020701,"Σιταγροί,οι",535
502,4,1,11,03,ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΕΒΡΟΥ,133802
503,5,1,11,0301,ΔΗΜΟΣ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,71751
504,6,1,11,030101,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΛΕΞΑΝΔΡΟΥΠΟΛΗΣ,62936
505,7,1,11,03010101,Δημοτική Κοινότητα Αλεξανδρούπολης,59723
506,8,1,11,0301010101,"Αλεξανδρούπολις,η",59476
507,8,1,11,0301010102,"Αγνάντια,η",107
508,8,1,11,0301010103,"Αμφιτρίτη,η",140
509,7,1,11,03010102,Δημοτική Κοινότητα Άβαντος,486
510,8,1,11,0301010201,"Άβας,ο",486
511,7,1,11,03010103,Δημοτική Κοινότητα Αισύμης,220
512,8,1,11,0301010301,"Αισύμη,η",186
513,8,1,11,0301010302,"Λεπτοκαρυά,η",34
514,7,1,11,03010104,Δημοτική Κοινότητα Κίρκης,57
515,8,1,11,0301010401,"Κίρκη,ο",57
516,7,1,11,03010105,Δημοτική Κοινότητα Μάκρης,1811
517,8,1,11,0301010501,"Μάκρη,η",790
518,8,1,11,0301010502,"Δίκελλα,τα",152
519,8,1,11,0301010503,"Έννατο,το",566
520,8,1,11,0301010504,"Κοίμηση Θεοτόκου,η",48
521,8,1,11,0301010505,"Μεσημβρία,η",88
522,8,1,11,0301010506,"Πανόραμα,το",33
523,8,1,11,0301010507,"Παραλία Δικελλών,η",39
524,8,1,11,0301010508,"Πλάκα,η",95
525,7,1,11,03010106,Δημοτική Κοινότητα Συκορράχης,639
526,8,1,11,0301010601,"Συκορράχη,η",148
527,8,1,11,0301010602,"Ατάρνη,η",75
528,8,1,11,0301010603,"Αύρα,η",96
529,8,1,11,0301010604,"Κόμαρος,η",188
530,8,1,11,0301010605,"Μέστη,η",53
531,8,1,11,0301010606,"Πέραμα,το",79
532,6,1,11,030102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΑΪΑΝΟΥΠΟΛΗΣ,2315
533,7,1,11,03010201,Δημοτική Κοινότητα Ανθείας,1157
534,8,1,11,0301020101,"Αρίστηνον,το",410
535,8,1,11,0301020102,"Άνθεια,η",747
536,7,1,11,03010202,Δημοτική Κοινότητα Δωρικού,285
537,8,1,11,0301020201,"Δωρικόν,το",203
538,8,1,11,0301020202,"Αετοχώριον,το",82
539,7,1,11,03010203,Δημοτική Κοινότητα Λουτρού,595
540,8,1,11,0301020301,"Λουτρός,ο",548
541,8,1,11,0301020302,"Λουτρά Τραϊανουπόλεως,τα",20
542,8,1,11,0301020303,"Πεύκα,τα",27
543,7,1,11,03010204,Δημοτική Κοινότητα Νίψης,278
544,8,1,11,0301020401,"Νίψα,η",278
545,6,1,11,030103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΦΕΡΩΝ,6500
546,7,1,11,03010301,Δημοτική Κοινότητα Φερών,4228
547,8,1,11,0301030101,"Φέραι,αι",4053
548,8,1,11,0301030102,"Πόρος,ο",175
549,7,1,11,03010302,Δημοτική Κοινότητα Αρδανίου,248
550,8,1,11,0301030201,"Αρδάνιον,το",248
551,7,1,11,03010303,Δημοτική Κοινότητα Δορίσκου,431
552,8,1,11,0301030301,"Δορίσκος,ο",248
553,8,1,11,0301030302,"Μοναστηράκιον,το",183
554,7,1,11,03010304,Δημοτική Κοινότητα Καβησού,329
555,8,1,11,0301030401,"Καβησός,η",329
556,7,1,11,03010305,Δημοτική Κοινότητα Πέπλου,1035
557,8,1,11,0301030501,"Πέπλος,ο",684
558,8,1,11,0301030502,"Βρυσούλα,η",113
559,8,1,11,0301030503,"Γεμιστή,η",96
560,8,1,11,0301030504,"Κήποι,οι",142
561,7,1,11,03010306,Δημοτική Κοινότητα Πυλαίας,102
562,8,1,11,0301030601,"Πυλαία,η",51
563,8,1,11,0301030602,"Κοίλα,τα",7
564,8,1,11,0301030603,"Μελία,η",44
565,7,1,11,03010307,Δημοτική Κοινότητα Τριφυλλίου,127
566,8,1,11,0301030701,"Τριφύλλιον,το",54
567,8,1,11,0301030702,"Ιτέα,η",73
568,5,1,11,0302,ΔΗΜΟΣ ΔΙΔΥΜΟΤΕΙΧΟΥ,16060
569,6,1,11,030201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΔΙΔΥΜΟΤΕΙΧΟΥ,13673
570,7,1,11,03020101,Δημοτική Κοινότητα Διδυμοτείχου,8681
571,8,1,11,0302010101,"Διδυμότειχον,το",8611
572,8,1,11,0302010102,"Νέοι Ψαθάδες,οι",70
573,7,1,11,03020102,Δημοτική Κοινότητα Ασβεστάδων,148
574,8,1,11,0302010201,"Ασβεστάδες,οι",148
575,7,1,11,03020103,Δημοτική Κοινότητα Ασημένιου,248
576,8,1,11,0302010301,"Ασημένιον,το",248
577,7,1,11,03020104,Δημοτική Κοινότητα Ελληνοχωρίου,1060
578,8,1,11,0302010401,"Ελληνοχώριον,το",506
579,8,1,11,0302010402,"Θυρέα,η",103
580,8,1,11,0302010403,"Λαγός,ο",451
581,7,1,11,03020105,Δημοτική Κοινότητα Ισαακίου,316
582,8,1,11,0302010501,"Ισαάκιον,το",316
583,7,1,11,03020106,Δημοτική Κοινότητα Καρωτής,181
584,8,1,11,0302010601,"Καρωτή,η",181
585,7,1,11,03020107,Δημοτική Κοινότητα Κουφοβούνου,599
586,8,1,11,0302010701,"Κουφόβουνον,το",599
587,7,1,11,03020108,Δημοτική Κοινότητα Κυανής,411
588,8,1,11,0302010801,"Κυανή,η",411
589,7,1,11,03020109,Δημοτική Κοινότητα Μάνης,364
590,8,1,11,0302010901,"Μάνη,η",254
591,8,1,11,0302010902,"Ευγενικόν,το",60
592,8,1,11,0302010903,"Σιταριά,η",50
593,7,1,11,03020110,Δημοτική Κοινότητα Πετράδων,139
594,8,1,11,0302011001,"Πετράδες,οι",139
595,7,1,11,03020111,Δημοτική Κοινότητα Ποιμενικού,225
596,8,1,11,0302011101,"Ποιμενικόν,το",225
597,7,1,11,03020112,Δημοτική Κοινότητα Πραγγίου,161
598,8,1,11,0302011201,"Πραγγίον,το",161
599,7,1,11,03020113,Δημοτική Κοινότητα Πυθίου,331
600,8,1,11,0302011301,"Πύθιον,το",270
601,8,1,11,0302011302,"Ρήγιον,το",54
602,8,1,11,0302011303,"Σταθμός,ο",7
603,7,1,11,03020114,Δημοτική Κοινότητα Σιτοχωρίου,242
604,8,1,11,0302011401,"Σιτοχώριον,το",242
605,7,1,11,03020115,Δημοτική Κοινότητα Σοφικό,567
606,8,1,11,0302011501,"Σοφικόν,το",567
607,6,1,11,030202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΜΕΤΑΞΑΔΩΝ,2387
608,7,1,11,03020201,Δημοτική Κοινότητα Μεταξάδων,511
609,8,1,11,0302020101,"Μεταξάδες,οι",494
610,8,1,11,0302020102,"Αβδέλλα,η",17
611,7,1,11,03020202,Δημοτική Κοινότητα Αλεποχωρίου,250
612,8,1,11,0302020201,"Αλεποχώριον,το",157
613,8,1,11,0302020202,"Πολιά,η",93
614,7,1,11,03020203,Δημοτική Κοινότητα Ασπρονερίου,377
615,8,1,11,0302020301,"Ασπρονέριον,το",348
616,8,1,11,0302020302,"Γιατράδες,οι",29
617,7,1,11,03020204,Δημοτική Κοινότητα Βρυσικών,233
618,8,1,11,0302020401,"Βρυσικά,τα",125
619,8,1,11,0302020402,"Σαύρα,η",108
620,7,1,11,03020205,Δημοτική Κοινότητα Δόξης,282
621,8,1,11,0302020501,"Δόξα,η",282
622,7,1,11,03020206,Δημοτική Κοινότητα Ελαφοχωρίου,291
623,8,1,11,0302020601,"Ελαφοχώριον,το",87
624,8,1,11,0302020602,"Βρύση,η",29
625,8,1,11,0302020603,"Χιονάδες,αι",175
626,7,1,11,03020207,Δημοτική Κοινότητα Λάδης,91
627,8,1,11,0302020701,"Λάδη,η",91
628,7,1,11,03020208,Δημοτική Κοινότητα Παλιουρίου,352
629,8,1,11,0302020801,"Παλιούριον,το",352
630,5,1,11,0303,ΔΗΜΟΣ ΟΡΕΣΤΙΑΔΑΣ,31686
631,6,1,11,030301,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΡΕΣΤΙΑΔΟΣ,22005
632,7,1,11,03030101,Δημοτική Κοινότητα Ορεστιάδος,19666
633,8,1,11,0303010101,"Ορεστιάς,η",18164
634,8,1,11,0303010102,"Λεπτή,η",483
635,8,1,11,0303010103,"Νέος Πύργος,ο",855
636,8,1,11,0303010104,"Παλαιά Σαγήνη,η",17
637,8,1,11,0303010105,"Σάκκος,ο",147
638,7,1,11,03030102,Δημοτική Κοινότητα Αμπελακίων,324
639,8,1,11,0303010201,"Αμπελάκια,τα",324
640,7,1,11,03030103,Δημοτική Κοινότητα Βάλτου,225
641,8,1,11,0303010301,"Βάλτος,ο",225
642,7,1,11,03030104,Δημοτική Κοινότητα Θουρίου,471
643,8,1,11,0303010401,"Θούριον,το",471
644,7,1,11,03030105,Δημοτική Κοινότητα Μεγάλης Δοξιπάρας,220
645,8,1,11,0303010501,"Μεγάλη Δοξιπάρα,η",220
646,7,1,11,03030106,Δημοτική Κοινότητα Νέου Χειμωνίου,335
647,8,1,11,0303010601,"Νέον Χειμώνιον,το",335
648,7,1,11,03030107,Δημοτική Κοινότητα Νεοχωρίου,655
649,8,1,11,0303010701,"Νεοχώριον,το",538
650,8,1,11,0303010702,"Παταγή,η",117
651,7,1,11,03030108,Δημοτική Κοινότητα Χανδρά,109
652,8,1,11,0303010801,"Χανδράς,ο",109
653,6,1,11,030302,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΥΣΣΑΣ,4378
654,7,1,11,03030201,Δημοτική Κοινότητα Νέας Βύσσης,1679
655,8,1,11,0303020101,"Νέα Βύσσα,η",1679
656,7,1,11,03030202,Δημοτική Κοινότητα Καβύλης,523
657,8,1,11,0303020201,"Καβύλη,η",523
658,7,1,11,03030203,Δημοτική Κοινότητα Καστανεών,698
659,8,1,11,0303020301,"Καστανέαι,αι",698
660,7,1,11,03030204,Δημοτική Κοινότητα Ριζίων,997
661,8,1,11,0303020401,"Ρίζια,τα",997
662,7,1,11,03030205,Δημοτική Κοινότητα Στέρνας,481
663,8,1,11,0303020501,"Στέρνα,η",481
664,6,1,11,030303,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΥΠΡΙΝΟΥ,1732
665,7,1,11,03030301,Δημοτική Κοινότητα Κυπρίνος,571
666,8,1,11,0303030101,"Κυπρίνος,ο",571
667,7,1,11,03030302,Δημοτική Κοινότητα Γαλήνης,0
668,8,1,11,0303030201,"Γαλήνη,η",0
669,7,1,11,03030303,Δημοτική Κοινότητα Ζώνης,294
670,8,1,11,0303030301,"Ζώνη,η",103
671,8,1,11,0303030302,"Μικρά Δοξιπάρα,η",144
672,8,1,11,0303030303,"Χελιδών,η",47
673,7,1,11,03030304,Δημοτική Κοινότητα Φυλακίου,867
674,8,1,11,0303030401,"Φυλάκιον,το",635
675,8,1,11,0303030402,"Αμμόβουνον,το",79
676,8,1,11,0303030403,"Κέραμος,ο",153
677,6,1,11,030304,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΓΩΝΟΥ,3571
678,7,1,11,03030401,Δημοτική Κοινότητα Δικαίων,557
679,8,1,11,0303040101,"Δίκαια,τα",390
680,8,1,11,0303040102,"Δίλοφος,ο",40
681,8,1,11,0303040103,"Κριός,ο",14
682,8,1,11,0303040104,"Πάλλη,η",113
683,7,1,11,03030402,Δημοτική Κοινότητα Άρζου,259
684,8,1,11,0303040201,"Άρζος,ο",127
685,8,1,11,0303040202,"Καναδάς,ο",132
686,7,1,11,03030403,Δημοτική Κοινότητα Ελαίας,315
687,8,1,11,0303040301,"Ελαία,η",315
688,7,1,11,03030404,Δημοτική Κοινότητα Θεραπειό,62
689,8,1,11,0303040401,"Θεραπειό,το",62
690,7,1,11,03030405,Δημοτική Κοινότητα Κομάρων,474
691,8,1,11,0303040501,"Κόμαρα,τα",474
692,7,1,11,03030406,Δημοτική Κοινότητα Μαρασίων,80
693,8,1,11,0303040601,"Μαράσια,τα",80
694,7,1,11,03030407,Δημοτική Κοινότητα Μηλέα,28
695,8,1,11,0303040701,"Μηλέα,η",28
696,7,1,11,03030408,Δημοτική Κοινότητα Ορμενίου,344
697,8,1,11,0303040801,"Ορμένιον,το",344
698,7,1,11,03030409,Δημοτική Κοινότητα Πενταλόφου,344
699,8,1,11,0303040901,"Πεντάλοφος,ο",344
700,7,1,11,03030410,Δημοτική Κοινότητα Πετρωτών,125
701,8,1,11,0303041001,"Πετρωτά,τα",125
702,7,1,11,03030411,Δημοτική Κοινότητα Πλάτης,409
703,8,1,11,0303041101,"Πλάτη,η",409
704,7,1,11,03030412,Δημοτική Κοινότητα Πτελέας,344
705,8,1,11,0303041201,"Πτελέα,η",344
706,7,1,11,03030413,Δημοτική Κοινότητα Σπηλαίου,230
707,8,1,11,0303041301,"Σπήλαιον,το",230
708,5,1,11,0304,ΔΗΜΟΣ ΣΑΜΟΘΡΑΚΗΣ,2596
709,6,1,11,030400,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΑΜΟΘΡΑΚΗΣ,2596
710,7,1,11,03040000,ΨΕΥΔΟΔΗΜΟΤΙΚΗ ΚΟΙΝΟΤΗΤΑ ΣΑΜΟΘΡΑΚΗΣ,2596
711,8,1,11,0304000001,"Σαμοθράκη,η",359
712,8,1,11,0304000002,"Αλώνια,τα",448
713,8,1,11,0304000003,"Άνω Καρυώται,οι",20
714,8,1,11,0304000004,"Άνω Μεριά,η",39
715,8,1,11,0304000005,"Δάφνες,οι",10
716,8,1,11,0304000006,"Θέρμα,τα",83
717,8,1,11,0304000007,"Καμαριώτισσα,η",1067
718,8,1,11,0304000008,"Κατσαμπάς,ο",25
719,8,1,11,0304000009,"Κάτω Καρυώται,οι",47
720,8,1,11,0304000010,"Λάκκωμα,το",267
721,8,1,11,0304000011,"Μακρυλιές,οι",17
722,8,1,11,0304000012,"Ξηροπόταμος,ο",27
723,8,1,11,0304000013,"Παλαιόπολις,η",31
724,8,1,11,0304000014,"Ποταμιά,η",2
725,8,1,11,0304000015,"Προφήτης Ηλίας,ο",154
726,5,1,11,0305,ΔΗΜΟΣ ΣΟΥΦΛΙΟΥ,11709
727,6,1,11,030501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΣΟΥΦΛΙΟΥ,5008
728,7,1,11,03050101,Δημοτική Κοινότητα Σουφλίου,3770
729,8,1,11,0305010101,"Σουφλίον,το",3210
730,8,1,11,0305010102,"Γιαννούλη,η",121
731,8,1,11,0305010103,"Σιδηρώ,η",439
732,7,1,11,03050102,Δημοτική Κοινότητα Δαδιάς,409
733,8,1,11,0305010201,"Δαδιά,η",403
734,8,1,11,0305010202,"Κοτρωνιά,η",4
735,8,1,11,0305010203,"Μονή Δαδιάς,η",2
736,7,1,11,03050103,Δημοτική Κοινότητα Κορνοφωλεάς,366
737,8,1,11,0305010301,"Κορνοφωλεά,η",356
738,8,1,11,0305010302,"Μονή Κορνοφωλεάς,η",10
739,7,1,11,03050104,Δημοτική Κοινότητα Λαγυνών,208
740,8,1,11,0305010401,"Λαγυνά,τα",208
741,7,1,11,03050105,Δημοτική Κοινότητα Λυκόφωτος,255
742,8,1,11,0305010501,"Λυκόφως,το",255
743,6,1,11,030502,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΟΡΦΕΑ,4054
744,7,1,11,03050201,Δημοτική Κοινότητα Λαβάρων,747
745,8,1,11,0305020101,"Λάβαρα,τα",747
746,7,1,11,03050202,Δημοτική Κοινότητα Αμορίου,317
747,8,1,11,0305020201,"Αμόριον,το",317
748,7,1,11,03050203,Δημοτική Κοινότητα Κυριακής,73
749,8,1,11,0305020301,"Κυριακή,η",73
