,,,,Σύνολο κτιρίων αποκλειστικής χρήσης,Αποκλειστική χρήση κτιρίων,,,,,,,,,,,,,,,Σύνολο κτιρίων μεικτής χρήσης,Κύρια χρήση κτιρίων μεικτής χρήσης,,,,,,,,,,,,,,
,,,,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση,,Κατοικία,Θρησκευτικός χώρος,Ξενοδοχείο ή άλλου είδους τουριστική εγκατάσταση,Εργοστάσιο-εργαστήριο,Σχολικό κτίριο,Φροντιστήριο,"Κοινωνικής πρόνοιας (π.χ παιδικός σταθμός, οίκος ευγηρίας)",Αστυνομικός ή πυροσβεστικός σταθμός,Σωφρονιστικό ίδρυμα,Δημόσια υπηρεσία (γραφεία),Κατάστημα-γραφείο,Χώρος θεαμάτων-συνεδριακός χώρος-μουσείο-βιβλιοθήκη,Σταθμός αυτοκινήτων (πάρκινγκ),Νοσοκομείο-κλινική,Άλλη χρήση
8,2423901010403,"Παλάτας,ο",54,53,41,0,0,1,0,0,0,0,0,0,1,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901010404,"Τραγανό,το",20,20,10,1,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010105,Δημοτική Κοινότητα Αμπελώνος,478,462,324,5,0,0,2,0,0,0,0,2,10,0,0,0,119,16,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0
8,2423901010501,"Αμπελών,ο",390,379,261,3,0,0,1,0,0,0,0,1,10,0,0,0,103,11,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0
8,2423901010502,"Κουζούλιον,το",75,70,52,1,0,0,1,0,0,0,0,1,0,0,0,0,15,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901010503,"Ροζέικα,τα",13,13,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010106,Δημοτική Κοινότητα Βαρβασαίνης,696,663,512,10,0,6,1,0,0,0,0,1,14,0,12,0,107,33,30,0,0,0,0,0,0,0,0,1,2,0,0,0,0
8,2423901010601,"Βαρβάσαινα,η",639,608,475,9,0,3,1,0,0,0,0,1,13,0,11,0,95,31,28,0,0,0,0,0,0,0,0,1,2,0,0,0,0
8,2423901010602,"Κάτω Βαρβάσαινα,η",57,55,37,1,0,3,0,0,0,0,0,0,1,0,1,0,12,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010107,Δημοτική Κοινότητα Βυτιναιίκων,255,248,160,2,0,2,1,0,0,0,0,2,2,0,3,0,76,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901010701,"Βυτιναίικα,τα",255,248,160,2,0,2,1,0,0,0,0,2,2,0,3,0,76,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010108,Δημοτική Κοινότητα Γρανιτσαιίκων,711,708,564,4,0,4,0,0,0,0,0,4,11,1,8,0,112,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901010801,"Γρανιτσαίικα,τα",252,249,169,3,0,2,0,0,0,0,0,0,10,1,8,0,56,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901010802,"Καβούρι,το",459,459,395,1,0,2,0,0,0,0,0,4,1,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010109,Δημοτική Κοινότητα Ελαιώνος,278,274,182,4,0,0,2,0,0,0,0,0,4,1,0,0,81,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901010901,"Ελαιών,ο",184,181,120,3,0,0,2,0,0,0,0,0,3,1,0,0,52,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901010902,"Βυτιναίικα,τα",94,93,62,1,0,0,0,0,0,0,0,0,1,0,0,0,29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010110,Δημοτική Κοινότητα Κατακόλου,608,563,491,4,7,0,2,0,0,0,0,2,32,3,0,0,22,45,29,0,3,0,0,0,0,0,0,0,12,1,0,0,0
8,2423901011001,"Κατάκολον,το",577,533,465,3,7,0,2,0,0,0,0,2,30,3,0,0,21,44,29,0,2,0,0,0,0,0,0,0,12,1,0,0,0
8,2423901011002,"Άγιος Ανδρέας,ο",31,30,26,1,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010111,Δημοτική Κοινότητα Κολιρίου,496,483,377,4,0,0,1,0,0,0,0,1,8,1,2,0,89,13,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901011101,"Κολίριον,το",361,349,318,3,0,0,1,0,0,0,0,1,4,0,1,0,21,12,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901011102,"Κολιρέικες Παράγκες,οι",135,134,59,1,0,0,0,0,0,0,0,0,4,1,1,0,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010112,Δημοτική Κοινότητα Κορακοχωρίου,381,377,318,5,8,8,0,0,0,0,0,1,7,0,0,0,30,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011201,"Κορακοχώριον,το",137,136,95,3,0,8,0,0,0,0,0,1,2,0,0,0,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011202,"Άγιος Ανδρέας,ο",61,61,53,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011203,"Καλλιθέα,η",125,123,115,2,1,0,0,0,0,0,0,0,2,0,0,0,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011204,"Μπούκα,η",58,57,55,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010113,Δημοτική Κοινότητα Λασταιίκων,412,382,268,4,0,16,5,0,1,0,0,2,27,0,0,0,59,30,21,0,0,1,0,0,0,0,0,0,8,0,0,0,0
8,2423901011301,"Λασταίικα,τα",406,376,264,4,0,16,5,0,1,0,0,2,27,0,0,0,57,30,21,0,0,1,0,0,0,0,0,0,8,0,0,0,0
8,2423901011302,"Ιτιά,η",6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010114,Δημοτική Κοινότητα Λεβεντοχωρίου,190,186,147,2,4,4,2,0,0,0,0,1,4,0,0,0,22,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901011401,"Λεβεντοχώριον,το",190,186,147,2,4,4,2,0,0,0,0,1,4,0,0,0,22,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7,24239010115,Δημοτική Κοινότητα Μυρτέας,490,467,383,4,3,7,3,0,0,0,0,2,10,0,0,0,55,23,12,0,4,0,0,0,0,0,0,0,7,0,0,0,0
8,2423901011501,"Μυρτέα,η",490,467,383,4,3,7,3,0,0,0,0,2,10,0,0,0,55,23,12,0,4,0,0,0,0,0,0,0,7,0,0,0,0
7,24239010116,Δημοτική Κοινότητα Παλαιοβαρβασαίνης,194,188,140,4,0,1,0,0,0,0,0,1,4,0,0,0,38,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011601,"Παλαιοβαρβάσαινα,η",103,98,71,1,0,1,0,0,0,0,0,1,1,0,0,0,23,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011602,"Άγιος Γεώργιος,ο",35,35,25,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011603,"Κάμπος,ο",56,55,44,1,0,0,0,0,0,0,0,0,3,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010117,Δημοτική Κοινότητα Σαλμώνης,408,389,297,4,0,2,3,0,0,0,0,2,5,0,3,0,73,19,15,0,0,0,0,0,0,0,0,1,3,0,0,0,0
8,2423901011701,"Σαλμώνη,η",366,347,267,4,0,2,3,0,0,0,0,2,4,0,2,0,63,19,15,0,0,0,0,0,0,0,0,1,3,0,0,0,0
8,2423901011702,"Αλφειός,ο",42,42,30,0,0,0,0,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010118,Δημοτική Κοινότητα Σκαφιδιάς,370,360,200,8,96,0,0,0,0,0,0,3,21,1,1,0,30,10,4,0,2,0,0,0,0,0,0,0,4,0,0,0,0
8,2423901011801,"Σκαφιδιά,η",167,165,130,4,10,0,0,0,0,0,0,3,2,0,0,0,16,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011802,"Καλακαίικα,τα",94,86,70,1,0,0,0,0,0,0,0,0,5,0,0,0,10,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0
8,2423901011803,"Μονή Σκαφιδιάς,η",3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011804,"Πατρονικολαίικα,τα",106,106,0,0,86,0,0,0,0,0,0,0,14,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010119,Δημοτική Κοινότητα Σκουροχωρίου,1364,1352,1218,5,1,1,1,0,0,0,0,1,18,0,0,0,107,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011901,"Σκουροχώριον,το",441,429,371,4,0,1,1,0,0,0,0,1,13,0,0,0,38,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901011902,"Κάτω Καβούρι,το",923,923,847,1,1,0,0,0,0,0,0,0,5,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,242390102,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΒΩΛΑΚΟΣ,2088,1867,1425,29,0,17,4,0,1,0,0,6,44,2,7,0,332,221,211,0,1,0,0,0,0,0,0,1,5,0,0,0,3
7,24239010201,Δημοτική Κοινότητα Επιταλίου,1261,1123,842,16,0,11,3,0,1,0,0,0,35,2,5,0,208,138,130,0,0,0,0,0,0,0,0,0,5,0,0,0,3
8,2423901020101,"Επιτάλιον,το",1083,951,694,15,0,10,3,0,1,0,0,0,33,2,4,0,189,132,124,0,0,0,0,0,0,0,0,0,5,0,0,0,3
8,2423901020102,"Παραλία,η",178,172,148,1,0,1,0,0,0,0,0,0,2,0,1,0,19,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010202,Δημοτική Κοινότητα Αγριδίου,35,29,21,3,0,0,0,0,0,0,0,1,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901020201,"Αγρίδιον,το",35,29,21,3,0,0,0,0,0,0,0,1,0,0,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010203,Δημοτική Κοινότητα Αλφειούσης,539,521,404,5,0,4,1,0,0,0,0,1,9,0,2,0,95,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901020301,"Αλφειούσα,η",539,521,404,5,0,4,1,0,0,0,0,1,9,0,2,0,95,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010204,Δημοτική Κοινότητα Ανεμοχωρίου,253,194,158,5,0,2,0,0,0,0,0,4,0,0,0,0,25,59,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8,2423901020401,"Ανεμοχώριον,το",253,194,158,5,0,2,0,0,0,0,0,4,0,0,0,0,25,59,57,0,1,0,0,0,0,0,0,1,0,0,0,0,0
6,242390103,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΙΑΡΔΑΝΟΥ,2407,2353,1744,37,4,32,14,1,0,0,0,4,61,2,1,0,453,54,48,0,0,1,0,0,0,0,0,1,4,0,0,0,0
7,24239010301,Δημοτική Κοινότητα Βουνάργου,433,410,359,3,0,7,3,1,0,0,0,1,10,0,0,0,26,23,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2423901030101,"Βούναργον,το",433,410,359,3,0,7,3,1,0,0,0,1,10,0,0,0,26,23,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,24239010302,Δημοτική Κοινότητα Αγίων Αποστόλων,111,111,54,3,0,0,1,0,0,0,0,0,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030201,"Άγιοι Απόστολοι,οι",111,111,54,3,0,0,1,0,0,0,0,0,2,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010303,Δημοτική Κοινότητα Αλποχωρίου,505,497,377,8,1,10,3,0,0,0,0,0,11,1,0,0,86,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
8,2423901030301,"Αλποχώριον,το",134,134,105,4,1,0,2,0,0,0,0,0,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030302,"Καπανδρίτιον,το",39,39,33,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030303,"Χανάκια,τα",332,324,239,3,0,10,1,0,0,0,0,0,8,0,0,0,63,8,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,24239010304,Δημοτική Κοινότητα Βροχίτσης,283,276,167,4,1,4,2,0,0,0,0,0,3,0,0,0,95,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030401,"Βροχίτσα,η",283,276,167,4,1,4,2,0,0,0,0,0,3,0,0,0,95,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010305,Δημοτική Κοινότητα Κατσαρού,216,214,153,2,0,0,1,0,0,0,0,1,2,0,0,0,55,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901030501,"Κατσαρός,ο",216,214,153,2,0,0,1,0,0,0,0,1,2,0,0,0,55,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7,24239010306,Δημοτική Κοινότητα Κορυφής,130,126,64,7,1,1,1,0,0,0,0,0,2,0,0,0,50,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,2423901030601,"Κορυφή,η",112,108,64,3,0,1,1,0,0,0,0,0,2,0,0,0,37,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8,2423901030602,"Μονή Φραγκοπηδήματος,η",18,18,0,4,1,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010307,Δημοτική Κοινότητα Ξυλοκέρας,233,232,171,4,0,2,1,0,0,0,0,0,6,1,0,0,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030701,"Ξυλοκέρα,η",233,232,171,4,0,2,1,0,0,0,0,0,6,1,0,0,47,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010308,Δημοτική Κοινότητα Πρασίνου,363,355,307,3,1,6,1,0,0,0,0,1,25,0,0,0,11,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901030801,"Πράσινον,το",238,232,219,3,0,1,1,0,0,0,0,1,4,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901030802,"Γλυκόριζο,το",59,58,46,0,0,2,0,0,0,0,0,0,6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030803,"Κεραμιδιά,η",66,65,42,0,1,3,0,0,0,0,0,0,15,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010309,Δημοτική Κοινότητα Φοναϊτίκων,133,132,92,3,0,2,1,0,0,0,0,1,0,0,1,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901030901,"Φοναΐτικα,τα",133,132,92,3,0,2,1,0,0,0,0,1,0,0,1,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,242390104,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΩΛΕΝΗΣ,4057,3751,2780,53,3,24,18,1,1,0,0,10,40,4,0,0,817,306,249,0,1,6,0,0,0,0,0,1,47,1,0,0,1
7,24239010401,Δημοτική Κοινότητα Καράτουλα,397,340,287,3,0,3,3,1,0,0,0,2,7,0,0,0,34,57,33,0,0,4,0,0,0,0,0,1,19,0,0,0,0
8,2423901040101,"Καράτουλας,ο",379,322,280,3,0,3,3,1,0,0,0,2,7,0,0,0,23,57,33,0,0,4,0,0,0,0,0,1,19,0,0,0,0
8,2423901040102,"Κλειδερέικα,τα",8,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040103,"Μάρμαρα,τα",10,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010402,Δημοτική Κοινότητα Αγίας Άννης,163,156,119,6,0,0,1,0,0,0,0,1,2,1,0,0,26,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040201,"Αγία Άννα,η",163,156,119,6,0,0,1,0,0,0,0,1,2,1,0,0,26,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010403,Δημοτική Κοινότητα Αρβανίτη,165,162,108,2,0,0,1,0,0,0,0,1,1,0,0,0,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040301,"Αρβανίτης,ο",165,162,108,2,0,0,1,0,0,0,0,1,1,0,0,0,49,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010404,Δημοτική Κοινότητα Γουμέρου,603,577,419,6,1,4,2,0,0,0,0,1,11,0,0,0,133,26,18,0,0,1,0,0,0,0,0,0,6,1,0,0,0
8,2423901040401,"Γούμερον,το",603,577,419,6,1,4,2,0,0,0,0,1,11,0,0,0,133,26,18,0,0,1,0,0,0,0,0,0,6,1,0,0,0
7,24239010405,Δημοτική Κοινότητα Καρυάς,179,167,123,4,0,1,1,0,0,0,0,0,2,0,0,0,36,12,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2423901040501,"Καρυά,η",63,57,49,1,0,0,1,0,0,0,0,0,1,0,0,0,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040502,"Βαρβαρίνα,η",42,39,30,1,0,1,0,0,0,0,0,0,1,0,0,0,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2423901040503,"Σιτοχώριον,το",74,71,44,2,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010406,Δημοτική Κοινότητα Κλινδιάς,169,169,108,4,0,0,2,0,1,0,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040601,"Κλινδιά,η",169,169,108,4,0,0,2,0,1,0,0,1,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010407,Δημοτική Κοινότητα Κουτσοχέρας,219,205,184,2,0,0,2,0,0,0,0,0,0,0,0,0,17,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040701,"Κουτσοχέρα,η",219,205,184,2,0,0,2,0,0,0,0,0,0,0,0,0,17,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010408,Δημοτική Κοινότητα Λανθίου,326,315,224,6,0,3,1,0,0,0,0,1,4,1,0,0,75,11,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901040801,"Λάνθιον,το",316,305,224,4,0,3,1,0,0,0,0,1,4,1,0,0,67,11,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901040802,"Μονή Κρεμαστής,η",10,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010409,Δημοτική Κοινότητα Λατζοΐου,502,469,359,6,2,5,1,0,0,0,0,0,3,1,0,0,92,33,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0
8,2423901040901,"Λατζόιον,το",260,231,195,2,2,2,1,0,0,0,0,0,1,0,0,0,28,29,23,0,0,0,0,0,0,0,0,0,6,0,0,0,0
8,2423901040902,"Άγιος Γεώργιος,ο",86,83,63,2,0,0,0,0,0,0,0,0,1,1,0,0,16,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8,2423901040903,"Αλμυρίκι,το",134,133,84,1,0,3,0,0,0,0,0,0,1,0,0,0,44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901040904,"Γραμματικός,ο",22,22,17,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010410,Δημοτική Κοινότητα Μαγούλας,209,167,147,2,0,6,0,0,0,0,0,1,1,1,0,0,9,42,34,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8,2423901041001,"Μαγούλα,η",186,145,127,2,0,6,0,0,0,0,0,1,1,1,0,0,7,41,33,0,0,0,0,0,0,0,0,0,8,0,0,0,0
8,2423901041002,"Κατσομαλιαραίικα,τα",23,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010411,Δημοτική Κοινότητα Μουζακίου,271,262,196,2,0,0,1,0,0,0,0,0,2,0,0,0,61,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901041101,"Μουζάκιον,το",271,262,196,2,0,0,1,0,0,0,0,0,2,0,0,0,61,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010412,Δημοτική Κοινότητα Πεύκης,174,161,71,2,0,0,0,0,0,0,0,2,1,0,0,0,85,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901041201,"Πεύκη,η",174,161,71,2,0,0,0,0,0,0,0,2,1,0,0,0,85,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010413,Δημοτική Κοινότητα Σοπίου,115,102,71,3,0,0,0,0,0,0,0,0,2,0,0,0,26,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901041301,"Σόπιον,το",115,102,71,3,0,0,0,0,0,0,0,0,2,0,0,0,26,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010414,Δημοτική Κοινότητα Χαριάς,73,72,55,2,0,0,1,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423901041401,"Χαριά,η",73,72,55,2,0,0,1,0,0,0,0,0,0,0,0,0,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239010415,Δημοτική Κοινότητα Χειμαδιού,229,209,135,1,0,2,1,0,0,0,0,0,0,0,0,0,70,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8,2423901041501,"Χειμαδιόν,το",229,209,135,1,0,2,1,0,0,0,0,0,0,0,0,0,70,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,24239010416,Δημοτική Κοινότητα Ωλένης,263,218,174,2,0,0,1,0,0,0,0,0,4,0,0,0,37,45,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0
8,2423901041601,"Ωλένη,η",263,218,174,2,0,0,1,0,0,0,0,0,4,0,0,0,37,45,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0
5,2423902,ΔΗΜΟΣ ΑΝΔΡΑΒΙΔΑΣ - ΚΥΛΛΗΝΗΣ,12185,11377,8210,113,236,114,57,2,7,0,0,21,324,7,58,2,2226,808,697,0,1,10,3,1,2,2,0,3,88,1,0,0,0
6,242390201,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΕΧΑΙΝΩΝ,3518,3254,2301,32,46,12,13,1,3,0,0,5,86,0,31,1,723,264,237,0,0,2,1,1,1,1,0,2,18,1,0,0,0
7,24239020101,Δημοτική Κοινότητα Λεχαινών,2088,1954,1387,17,8,4,6,0,3,0,0,2,65,0,31,1,430,134,115,0,0,1,1,1,1,1,0,2,11,1,0,0,0
8,2423902010101,"Λεχαινά,τα",1465,1337,962,12,0,3,6,0,3,0,0,2,58,0,31,1,259,128,109,0,0,1,1,1,1,1,0,2,11,1,0,0,0
8,2423902010102,"Άγιοι Θεόδωροι,οι",144,144,81,2,0,1,0,0,0,0,0,0,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423902010103,"Άγιος Παντελεήμων,ο",313,308,284,1,8,0,0,0,0,0,0,0,3,0,0,0,12,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423902010104,"Καταρράχι,το",166,165,60,2,0,0,0,0,0,0,0,0,2,0,0,0,101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239020102,Δημοτική Κοινότητα Άγιος Χαράλαμπος,47,47,20,4,0,1,0,0,0,0,0,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423902010201,"Άγιος Χαράλαμπος,ο",47,47,20,4,0,1,0,0,0,0,0,1,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239020103,Δημοτική Κοινότητα Αρετής,216,183,160,1,0,0,1,0,0,0,0,0,1,0,0,0,20,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423902010301,"Αρετή,η",216,183,160,1,0,0,1,0,0,0,0,0,1,0,0,0,20,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239020104,Δημοτική Κοινότητα Μελίσσα,145,140,64,1,0,1,1,0,0,0,0,1,1,0,0,0,71,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8,2423902010401,"Μέλισσα,η",145,140,64,1,0,1,1,0,0,0,0,1,1,0,0,0,71,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7,24239020105,Δημοτική Κοινότητα Μπόρσιον,211,205,97,3,0,0,3,0,0,0,0,0,3,0,0,0,99,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423902010501,"Μπόρσιον,το",211,205,97,3,0,0,3,0,0,0,0,0,3,0,0,0,99,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24239020106,Δημοτική Κοινότητα Μυρσίνης,811,725,573,6,38,6,2,1,0,0,0,1,15,0,0,0,83,86,79,0,0,0,0,0,0,0,0,0,7,0,0,0,0
8,2423902010601,"Μυρσίνη,η",811,725,573,6,38,6,2,1,0,0,0,1,15,0,0,0,83,86,79,0,0,0,0,0,0,0,0,0,7,0,0,0,0
6,242390202,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΑΝΔΡΑΒΙΔΑΣ,1995,1883,1309,12,1,28,13,0,1,0,0,5,83,4,0,0,427,112,96,0,0,1,0,0,0,0,0,0,15,0,0,0,0
